param target := -3401;
set E := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 ;
param weight := 
  1  -2140
  2  -8973
  3  5011
  4  8015
  5  2940
  6  2987
  7  7633
  8  8264
  9  -2059
  10  4347
  11  8919
  12  1118
  13  -8295
  14  9454
  15  2540
  16  -892
  17  -1377
  18  917
  19  2835
  20  -9416
  21  -5423
  22  6173
  23  2080
  24  -4997
  25  2232
  26  9221
  27  7468
  28  9415
  29  -6668
  30  -3443
  31  3401
  32  -6156
  33  6033
  34  -617
  35  -3327
  36  -9672
  37  -6071
  38  -9595
  39  -7824
  40  707
  41  9965
  42  2779
  43  -4940
  44  1565
  45  3345
  46  1294
  47  1539
  48  -8737
  49  -9661
  50  -8646
  51  5086
  52  3629
  53  -8996
  54  100
  55  7281
  56  5647
  57  2978
  58  5766
  59  3393
  60  2281
  61  -9235
  62  6320
  63  -8483
  64  707
  65  4349
  66  6540
  67  -8850
  68  -1774
  69  4557
  70  3817
  71  -7860
  72  -6530
  73  4165
  74  7327
  75  8169
  76  -1141
  77  -6392
  78  -7355
  79  305
  80  -6238
;
