param target := -79;
set E := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 ;
param weight := 
  1  -84
  2  92
  3  -49
  4  5
  5  -67
  6  -8
  7  90
  8  92
  9  48
  10  92
  11  5
  12  93
  13  17
  14  -87
  15  -81
  16  -15
  17  -8
  18  -86
  19  99
  20  -69
  21  -84
  22  50
  23  99
  24  -65
  25  -40
  26  72
  27  62
  28  -22
  29  -6
  30  78
  31  -22
  32  65
  33  20
  34  -56
  35  29
  36  -79
  37  50
  38  -23
  39  8
  40  59
  41  -56
  42  -62
  43  -40
  44  -50
  45  40
  46  76
  47  -67
  48  -34
  49  -99
  50  51
  51  86
  52  0
  53  -43
  54  -72
  55  -69
  56  43
  57  33
  58  35
  59  27
  60  12
  61  -90
  62  86
  63  -70
  64  -72
  65  -31
  66  72
  67  -66
  68  -47
  69  95
  70  -64
  71  55
  72  67
  73  -15
  74  -63
  75  -93
  76  -93
  77  16
  78  -81
  79  94
  80  10
  81  20
  82  13
  83  -16
  84  -88
  85  -80
  86  18
  87  72
  88  -20
  89  -79
  90  50
  91  -2
  92  -42
  93  -74
  94  -52
  95  96
  96  29
  97  8
  98  -82
  99  -88
  100  81
;
