param target := 10362;
set E := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 ;
param weight := 
  1  6119
  2  -147
  3  -84
  4  5998
  5  -6005
  6  -7598
  7  954
  8  1900
  9  -3042
  10  403
  11  349
  12  9949
  13  -4620
  14  -2026
  15  1459
  16  -3121
  17  7288
  18  -3905
  19  6833
  20  -1929
  21  5159
  22  9723
  23  7397
  24  -9597
  25  -3644
  26  9219
  27  -7409
  28  -9529
  29  5850
  30  1630
  31  6003
  32  9094
  33  -6303
  34  -8609
  35  1444
  36  -3927
  37  -8319
  38  -2899
  39  -7092
  40  5353
  41  -6291
  42  -8693
  43  -1408
  44  87
  45  2672
  46  3602
  47  -6128
  48  -518
  49  2929
  50  3848
  51  -8933
  52  4946
  53  -8055
  54  1948
  55  -5138
  56  -8296
  57  7309
  58  3390
  59  1415
  60  -6164
;
