param target := 1242;
set E := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 ;
param weight := 
  1  593
  2  -2449
  3  -6353
  4  -7867
  5  -9944
  6  1988
  7  -9999
  8  -7325
  9  -1374
  10  508
  11  -3475
  12  9748
  13  -4839
  14  1228
  15  3556
  16  4028
  17  6894
  18  -625
  19  -2441
  20  2480
  21  -1433
  22  7571
  23  8682
  24  6801
  25  9671
  26  -7549
  27  7812
  28  -249
  29  3896
  30  -4747
  31  5250
  32  -7870
  33  -1957
  34  -7468
  35  2995
  36  618
  37  9064
  38  -5453
  39  484
  40  7227
  41  7356
  42  3551
  43  9680
  44  4814
  45  -8029
  46  1976
  47  -423
  48  -42
  49  9231
  50  -8671
  51  2441
  52  4374
  53  2
  54  -3306
  55  -5415
  56  -807
  57  2877
  58  8801
  59  -7104
  60  2518
  61  629
  62  -4086
  63  5137
  64  -9883
  65  -4486
  66  1139
  67  -3302
  68  -8589
  69  -4670
  70  7304
  71  9460
  72  8608
  73  6637
  74  1128
  75  9471
  76  5446
  77  4138
  78  1212
  79  9225
  80  3840
  81  -4090
  82  -9784
  83  7716
  84  -8296
  85  -6927
  86  -9379
  87  -3237
  88  3235
  89  -571
  90  5597
  91  -4305
  92  4188
  93  1687
  94  -8271
  95  -1872
  96  -1072
  97  4154
  98  -1236
  99  4317
  100  -6453
;
